task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
33	00/107538	4628	NFCORE_RAREDISEASE:RAREDISEASE:ALIGN:ALIGN_BWAMEM2:SAMTOOLS_STATS (1234N_T6)	COMPLETED	0	2022-09-21 10:29:20.723	964ms	1s	123.1%	4 MB	221.9 MB	22.3 MB	82.4 KB
32	0f/c7a4dd	4307	NFCORE_RAREDISEASE:RAREDISEASE:ALIGN:ALIGN_BWAMEM2:SAMTOOLS_MERGE (1234N)	COMPLETED	0	2022-09-21 10:29:20.288	1.8s	1s	118.1%	4.7 MB	222.6 MB	22.8 MB	22.7 MB
10	0b/712ea1	9042	NFCORE_RAREDISEASE:RAREDISEASE:FASTQC (1234N_T1)	COMPLETED	0	2022-09-21 10:33:22.425	5.9s	5s	267.1%	258.1 MB	4.3 GB	20.6 MB	4.1 MB
12	3d/ca8727	9079	NFCORE_RAREDISEASE:RAREDISEASE:FASTQC (1234N_T2)	COMPLETED	0	2022-09-21 10:33:22.433	5.9s	5s	260.1%	212.4 MB	4.2 GB	20.8 MB	4.1 MB
17	76/478ed5	9025	NFCORE_RAREDISEASE:RAREDISEASE:FASTQC (1234N_T5)	COMPLETED	0	2022-09-21 10:33:22.416	6s	5s	276.6%	243.4 MB	4 GB	20.6 MB	4 MB
14	49/c732fc	9058	NFCORE_RAREDISEASE:RAREDISEASE:FASTQC (1234N_T3)	COMPLETED	0	2022-09-21 10:33:22.429	6s	5s	253.6%	283.7 MB	4.3 GB	20.6 MB	4.1 MB
15	4f/77acff	9104	NFCORE_RAREDISEASE:RAREDISEASE:FASTQC (1234N_T4)	COMPLETED	0	2022-09-21 10:33:22.437	6s	5s	274.5%	238.9 MB	4.2 GB	20.6 MB	4.1 MB
19	9d/c1988b	9031	NFCORE_RAREDISEASE:RAREDISEASE:FASTQC (1234N_T6)	COMPLETED	0	2022-09-21 10:33:22.422	6.9s	6s	239.8%	571.8 MB	3.8 GB	38.9 MB	4.2 MB
34	0e/3b811b	17731	NFCORE_RAREDISEASE:RAREDISEASE:ALIGN:ALIGN_BWAMEM2:MARKDUPLICATES (1234N)	COMPLETED	0	2022-09-21 10:37:18.386	9.9s	10s	351.5%	2.5 GB	17.6 GB	72.8 MB	23.9 MB
37	92/5ca515	19227	NFCORE_RAREDISEASE:RAREDISEASE:ALIGN:ALIGN_BWAMEM2:SAMTOOLS_INDEX_MD (1234N)	COMPLETED	0	2022-09-21 10:37:28.298	416ms	0ms	127.2%	3.1 MB	220.7 MB	23.4 MB	68.2 KB
43	3e/939b7d	19434	NFCORE_RAREDISEASE:RAREDISEASE:ANALYSE_MT:PREPARE_MT_ALIGNMENT:SAMTOOLS_VIEW_MT (1234N)	COMPLETED	0	2022-09-21 10:37:28.727	295ms	0ms	105.1%	1.6 MB	5.4 MB	194.6 KB	10.2 KB
40	92/c06bda	20029	NFCORE_RAREDISEASE:RAREDISEASE:QC_BAM:MOSDEPTH (1234N)	COMPLETED	0	2022-09-21 10:37:40.827	2.5s	3s	98.7%	545.8 MB	559.4 MB	23.2 MB	3.1 KB
46	3c/9082c6	20535	NFCORE_RAREDISEASE:RAREDISEASE:ANALYSE_MT:PREPARE_MT_ALIGNMENT:GATK4_REVERTSAM_MT (1234N)	COMPLETED	0	2022-09-21 10:38:02.427	5.6s	5s	312.4%	334.4 MB	37.9 GB	102.7 MB	682.1 KB
4	16/6202fd	20538	NFCORE_RAREDISEASE:RAREDISEASE:PREPARE_REFERENCES:PREPARE_GENOME:GATK_SD (Homo_sapiens_assembly38_chr20_chrM.fasta)	COMPLETED	0	2022-09-21 10:38:02.431	5.9s	6s	284.1%	537 MB	38 GB	165.1 MB	681.7 KB
47	7c/12bc27	22479	NFCORE_RAREDISEASE:RAREDISEASE:ANALYSE_MT:PREPARE_MT_ALIGNMENT:GATK4_SAMTOFASTQ_MT (1234N)	COMPLETED	0	2022-09-21 10:38:08.060	5s	4s	289.2%	375.1 MB	38 GB	102.6 MB	681.6 KB
48	52/31a5e9	22709	NFCORE_RAREDISEASE:RAREDISEASE:PREPARE_REFERENCES:CHECK_BED:GATK_BILT (target_chr20.bed)	COMPLETED	0	2022-09-21 10:38:08.545	5.2s	5s	318.2%	361 MB	37.9 GB	102.6 MB	686.6 KB
50	98/a1ba7d	24321	NFCORE_RAREDISEASE:RAREDISEASE:ANALYSE_MT:ALIGN_AND_CALL_MT:BWAMEM2_MEM_MT (1234N)	FAILED	1	2022-09-21 10:38:13.066	1.6s	1.5s	-	-	-	-	-
49	56/82065b	24334	NFCORE_RAREDISEASE:RAREDISEASE:ANALYSE_MT:ALIGN_AND_CALL_MT_SHIFT:BWAMEM2_MEM_MT (1234N)	FAILED	1	2022-09-21 10:38:13.070	1.7s	1.6s	-	-	-	-	-
51	5a/4855af	24804	NFCORE_RAREDISEASE:RAREDISEASE:PREPARE_REFERENCES:CHECK_BED:GATK_ILT (target_chr20.bed)	COMPLETED	0	2022-09-21 10:38:13.777	5.3s	5s	331.6%	319.4 MB	38 GB	103.5 MB	688.4 KB
